cijena,kvadratura,broj_soba,sprat,namjesten,vrsta_grijanja,kvadratura_balkona,blindirana_vrata,internet,kablovska_tv,klima,lift,novogradnja,tel_prikljucak,uknjizeno_zk,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,nedavno_adaptiran,udaljenost_od_centra
220000.0,54.0,2.0,15.0,0.0,2.0,0.0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,7284.3
120000.0,43.0,2.0,3.0,0.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,7316.8
132000.0,42.0,1.0,6.0,0.0,2.0,3.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,7525.5
184000.0,52.0,2.0,1.0,0.0,5.0,0.0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,4808.1
320000.0,78.0,3.0,17.0,0.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,7378.2
188700.0,74.0,3.0,23.0,0.0,5.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1225.5
230000.0,43.0,2.0,12.0,0.0,1.0,5.0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,2647.4
148000.0,40.0,1.5,23.0,0.0,5.0,0.0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,9434.7
325000.0,81.0,4.0,15.0,0.0,2.0,0.0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,3850.8
180000.0,65.0,3.0,3.0,0.0,2.0,6.0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,8564.9
350000.0,74.0,3.0,14.0,0.0,5.0,0.0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,585.3
138000.0,58.0,2.0,15.0,0.0,2.0,3.0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,5085.3
269000.0,94.0,4.0,12.0,0.0,1.0,1.0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,11407.0
129000.0,53.0,2.0,21.0,0.0,6.0,0.0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,626.5
125000.0,38.0,0.0,14.0,0.0,2.0,0.0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,8515.7
242000.0,79.0,3.0,12.0,0.0,1.0,40.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3315.3
279000.0,62.0,2.0,15.0,0.0,2.0,0.0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,11531.0
119000.0,55.0,2.0,21.0,0.0,4.0,0.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,5085.3
349000.0,71.0,3.0,16.0,0.0,1.0,0.0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,2912.5
650000.0,120.0,4.0,12.0,0.0,1.0,20.0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1873.9
395000.0,73.0,3.0,15.0,0.0,2.0,3.0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1464.2
210000.0,60.0,3.0,14.0,0.0,6.0,0.0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,10579.2
198000.0,47.0,2.0,16.0,0.0,5.0,0.0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,9733.5
130000.0,38.0,2.0,14.0,0.0,2.0,0.0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,11064.6
270000.0,74.0,3.0,17.0,0.0,2.0,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,8950.2
197000.0,58.0,2.0,15.0,0.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,7060.0
153000.0,51.0,2.0,12.0,0.0,1.0,7.0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,11229.8
259000.0,59.0,3.0,1.0,0.0,1.0,0.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,918.3
345000.0,74.0,3.0,14.0,0.0,5.0,10.0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,2888.0
222000.0,65.0,3.0,23.0,0.0,4.0,0.0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,2951.3
249000.0,80.0,3.0,23.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1739.6
252000.0,57.0,3.0,15.0,0.0,6.0,3.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2696.2
170000.0,55.0,2.0,1.0,0.0,2.0,0.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,9478.7
270000.0,96.0,5.0,16.0,0.0,1.0,3.5,1,1,1,1,0,0,1,1,1,0,0,0,0,0,4392.9
138000.0,52.0,2.0,2.0,0.0,2.0,6.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,8632.6
99000.0,53.0,2.0,12.0,0.0,1.0,0.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,3900.9
238000.0,70.05,3.0,14.0,0.0,5.0,0.0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,10594.8
124000.0,36.0,1.0,16.0,0.0,4.0,0.0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,4670.2
295000.0,67.0,3.0,15.0,0.0,2.0,0.0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,11982.1
350000.0,54.0,2.0,12.0,0.0,5.0,0.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,2352.6
309000.0,83.0,3.0,1.0,0.0,6.0,0.0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,3501.8
280000.0,59.0,3.0,12.0,0.0,2.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,9140.5
229000.0,77.0,4.0,16.0,0.0,1.0,0.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,918.3
360000.0,96.0,4.0,23.0,0.0,5.0,0.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,5119.2
159000.0,39.0,1.0,23.0,0.0,5.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,8646.8
394000.0,91.63,3.0,17.0,0.0,2.0,5.0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,5019.9
360000.0,97.0,4.0,23.0,0.0,5.0,0.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5119.2
245000.0,43.0,2.0,12.0,0.0,2.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2647.4
324000.0,72.0,3.0,21.0,0.0,1.0,10.0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,4349.9
600000.0,151.0,5.0,12.0,0.0,5.0,151.0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,2517.0
166000.0,43.0,2.0,23.0,0.0,6.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,10594.8
299000.0,63.0,3.0,12.0,0.0,5.0,5.0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,3895.8
145000.0,61.0,3.0,21.0,0.0,6.0,0.0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,10594.8
160000.0,42.0,2.0,12.0,0.0,2.0,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4716.1
82000.0,27.1,0.0,16.0,0.0,6.0,4.0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,15575.3
390000.0,90.0,3.0,16.0,0.0,5.0,5.0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,731.2
188000.0,40.0,1.0,20.0,0.0,2.0,0.0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,7284.3
440000.0,83.5,3.0,13.0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,4542.2
230000.0,64.0,2.0,17.0,0.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,5461.8
310000.0,80.0,3.0,5.0,0.0,1.0,5.0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,4392.9
349999.0,86.0,2.0,16.0,0.0,6.0,0.0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,2517.0
400000.0,90.0,3.0,12.0,0.0,2.0,5.0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,5080.1
190000.0,55.0,2.0,17.0,0.0,2.0,0.0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,6023.9
245000.0,45.0,2.0,1.0,0.0,2.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5582.0
440000.0,83.5,3.0,13.0,0.0,2.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4542.2
290000.0,63.0,2.0,21.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3525.6
850000.0,131.0,4.0,1.0,0.0,5.0,0.0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2977.3
90000.0,28.25,2.0,14.0,0.0,2.0,0.0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,9151.8
849000.0,224.0,4.0,17.0,0.0,2.0,0.0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,10563.1
159000.0,72.0,3.0,12.0,0.0,1.0,0.0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,8835.5
360000.0,83.0,3.0,12.0,0.0,5.0,0.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,2696.2
89000.0,35.0,1.5,14.0,0.0,5.0,4.0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,8827.1
195000.0,67.0,2.0,19.0,0.0,2.0,5.0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,9733.5
111000.0,33.0,0.0,23.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9072.0
210000.0,81.0,3.0,21.0,0.0,5.0,12.0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,12378.6
155000.0,63.0,2.0,14.0,0.0,3.0,0.0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,11208.8
120000.0,32.0,0.0,2.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9733.5
189000.0,55.0,2.0,17.0,0.0,5.0,4.0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,2611.8
258000.0,77.0,3.0,17.0,0.0,5.0,5.0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,9482.2
261000.0,87.0,3.0,21.0,0.0,5.0,10.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1739.6
325000.0,72.0,2.0,15.0,0.0,4.0,0.0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,2833.2
191400.0,58.0,2.0,12.0,0.0,4.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,8997.8
250000.0,55.0,2.0,5.0,0.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5582.0
135000.0,47.0,1.5,23.0,0.0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8632.6
269000.0,72.0,3.0,12.0,0.0,5.0,0.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,2611.8
475000.0,105.0,5.0,4.0,0.0,1.0,0.0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,6328.8
210000.0,56.0,3.0,19.0,0.0,2.0,0.0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,5461.8
132000.0,42.0,1.0,6.0,0.0,2.0,4.0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,7525.5
435000.0,54.0,4.0,1.0,0.0,1.0,0.0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,2771.6
325000.0,108.0,4.0,16.0,0.0,2.0,6.0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1464.2
420000.0,109.0,4.0,14.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,309.4
110000.0,40.0,1.5,14.0,0.0,4.0,2.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16253.7
270000.0,80.0,3.0,23.0,0.0,1.0,0.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1739.6
200000.0,76.0,2.0,1.0,0.0,6.0,0.0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,5799.0
359000.0,103.0,4.0,1.0,0.0,4.0,0.0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1665.0
159000.0,78.0,4.0,18.0,0.0,1.0,0.0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,8304.9
210000.0,45.0,3.0,21.0,0.0,6.0,0.0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,4266.6
320000.0,66.0,3.0,15.0,0.0,5.0,0.0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1055.8
154999.0,55.0,2.0,22.0,0.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,9140.5
470000.0,88.0,2.0,12.0,0.0,1.0,0.0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1464.5
564000.0,94.0,4.0,12.0,0.0,5.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1465.2
465000.0,86.0,3.0,14.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,862.0
300000.0,56.0,2.0,14.0,0.0,2.0,3.1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,5641.1
299999.0,76.0,3.0,14.0,0.0,2.0,10.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,5589.1
330000.0,73.0,3.0,18.0,0.0,2.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3474.2
449990.0,80.0,3.0,14.0,0.0,2.0,4.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,7346.9
350000.0,64.0,3.0,14.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,3501.8
1200000.0,250.0,5.0,12.0,0.0,1.0,0.0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,3839.4
1200000.0,250.0,5.0,1.0,0.0,1.0,0.0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,3839.4
299000.0,87.0,3.0,1.0,0.0,1.0,5.0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,2988.1
599000.0,219.0,5.0,1.0,0.0,1.0,15.0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,3703.1
205000.0,121.0,4.0,14.0,0.0,1.0,4.0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,10487.4
350000.0,65.0,3.0,14.0,0.0,6.0,4.0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,603.4
319000.0,78.0,3.0,17.0,0.0,2.0,6.0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,8442.8
150000.0,53.0,2.0,23.0,0.0,6.0,0.0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,40575.7
165000.0,49.0,1.5,19.0,0.0,6.0,0.0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,9478.7
185000.0,74.0,3.0,22.0,0.0,2.0,0.0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,9140.5
224000.0,46.0,3.0,1.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,603.4
120000.0,43.0,1.5,3.0,0.0,2.0,0.0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,7935.6
260000.0,49.2,2.0,5.0,0.0,2.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6417.6
135000.0,72.0,3.0,12.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,12812.3
138000.0,23.0,0.0,12.0,0.0,6.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,309.4
350000.0,97.0,3.0,1.0,0.0,4.0,0.0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1771.9
111000.0,30.0,0.0,20.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,9132.0
115000.0,29.0,0.0,2.0,0.0,2.0,4.0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,7316.8
238000.0,70.05,3.0,14.0,0.0,5.0,2.5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,10594.8
189000.0,61.0,2.0,2.0,0.0,2.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,11531.0
265000.0,51.0,2.0,1.0,0.0,1.0,3.0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,3428.3
207000.0,65.0,2.0,16.0,0.0,1.0,0.0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,10072.2
227500.0,67.0,3.0,16.0,0.0,2.0,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,4830.0
250000.0,57.0,2.0,18.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,7284.3
330000.0,61.0,2.0,13.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688.3
330000.0,89.0,4.0,18.0,0.0,2.0,0.0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,8890.6
200000.0,85.0,3.0,12.0,0.0,5.0,0.0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,11394.5
195000.0,60.0,3.0,1.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3839.4
156000.0,43.0,1.0,12.0,0.0,5.0,0.0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,9766.2
260000.0,55.0,3.0,18.0,0.0,2.0,0.0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,7346.9
225000.0,76.0,4.0,13.0,0.0,2.0,0.0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,4556.0
203000.0,68.0,3.0,15.0,0.0,2.0,5.0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,9172.3
285000.0,84.0,3.0,14.0,0.0,5.0,6.0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,5963.7
240000.0,55.0,2.0,12.0,0.0,1.0,0.0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,9272.7
193700.0,69.0,3.0,14.0,0.0,2.0,5.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,8947.9
235000.0,74.0,3.0,18.0,0.0,6.0,0.0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,9478.7
191610.0,63.0,3.0,4.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9733.5
296000.0,74.0,3.0,18.0,0.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,2963.5
205000.0,65.0,3.0,14.0,0.0,2.0,5.0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,8085.7
200000.0,50.0,4.0,21.0,0.0,6.0,0.0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,580.7
375000.0,125.0,4.0,14.0,0.0,1.0,5.0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1262.8
300000.0,145.0,5.0,21.0,0.0,1.0,0.0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,867.7
190000.0,50.0,2.0,1.0,0.0,1.0,0.0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,965.1
470000.0,98.0,3.0,18.0,0.0,5.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3798.7
195000.0,53.0,2.0,15.0,0.0,1.0,5.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,9733.5
275000.0,77.0,3.0,16.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,2752.5
283500.0,105.0,4.0,19.0,0.0,2.0,0.0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,8697.5
750000.0,1050.0,4.0,1.0,0.0,1.0,6.0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,9032.5
325000.0,130.0,3.0,14.0,0.0,1.0,6.0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,2193.7
362740.0,96.0,3.0,14.0,0.0,1.0,0.0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1973.8
430000.0,137.0,5.0,12.0,0.0,5.0,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1053.5
300000.0,80.0,3.0,23.0,0.0,3.0,4.0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,719.4
215000.0,46.0,3.0,21.0,0.0,6.0,35.0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,4266.6
240000.0,62.0,2.0,23.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4670.2
243150.0,51.25,2.0,16.0,0.0,0.0,0.0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,7346.9
270000.0,75.0,3.0,1.0,0.0,5.0,0.0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1022.6
325000.0,128.0,4.0,18.0,0.0,1.0,9.0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,10072.2
268000.0,55.0,2.0,1.0,0.0,5.0,5.0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,3428.3
280000.0,90.0,3.0,1.0,0.0,5.0,4.0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,10563.1
195000.0,48.0,2.0,23.0,0.0,2.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,3474.2
270000.0,71.0,2.0,15.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,2752.5
210000.0,69.0,3.0,21.0,0.0,6.0,6.0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,4355.3
349000.0,113.0,4.0,16.0,0.0,1.0,22.0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,2932.4
374500.0,124.0,5.0,21.0,0.0,1.0,0.0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,3349.0
148000.0,41.0,2.0,19.0,0.0,2.0,8.0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,9733.5
459000.0,144.0,5.0,12.0,0.0,6.0,3.0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,862.0
220000.0,85.0,4.0,15.0,0.0,1.0,5.0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,4340.9
380000.0,94.0,2.0,1.0,0.0,5.0,6.0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,2161.7
179000.0,54.0,2.0,15.0,0.0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5914.0
275000.0,101.0,4.0,17.0,0.0,5.0,9.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,10357.1
300000.0,61.0,3.0,21.0,0.0,1.0,10.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,4923.8
145000.0,40.0,1.5,15.0,0.0,2.0,2.0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,7896.5
210000.0,49.0,1.0,1.0,0.0,2.0,4.0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,5963.7
370000.0,96.0,4.0,14.0,0.0,1.0,3.0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1973.8
300000.0,90.0,3.0,12.0,0.0,6.0,0.0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,3812.8
350000.0,99.0,3.0,1.0,0.0,6.0,0.0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,3729.4
230000.0,63.0,3.0,14.0,0.0,2.0,0.0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,12246.4
410000.0,125.0,4.0,23.0,0.0,5.0,0.0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,4315.0
299000.0,78.0,4.0,1.0,0.0,1.0,0.0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,867.7
226000.0,73.0,3.0,23.0,0.0,5.0,2.0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,8597.0
155000.0,90.0,3.0,12.0,0.0,5.0,10.0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,3678.9
205000.0,100.0,4.0,20.0,0.0,2.0,0.0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,8976.7
320000.0,128.0,4.0,17.0,0.0,5.0,14.0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,10072.2
210000.0,72.0,3.0,11.0,0.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,4556.0
94000.0,33.0,1.0,1.0,0.0,6.0,0.0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,6582.3
450000.0,190.0,4.0,12.0,0.0,4.0,0.0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,14685.1
280000.0,68.0,3.0,18.0,0.0,5.0,0.0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,4596.8
260000.0,100.0,4.0,14.0,0.0,1.0,7.0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,10487.4
95000.0,28.0,0.0,23.0,0.0,6.0,0.0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,4966.8
435000.0,103.0,5.0,12.0,0.0,2.0,2.0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1761.1
200000.0,68.0,3.0,15.0,0.0,2.0,5.0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,11482.8
375000.0,100.0,4.0,1.0,0.0,2.0,2.0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3103.5
380000.0,110.0,3.0,23.0,0.0,5.0,0.0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,3177.8
250000.0,52.0,2.0,17.0,0.0,1.0,4.0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,7346.9
190000.0,53.0,2.0,16.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,5656.9
192500.0,55.0,2.0,12.0,0.0,2.0,4.0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,9272.7
175000.0,50.0,3.0,21.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.7
136945.0,45.0,2.0,21.0,1.0,4.0,0.0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,9970.4
209000.0,48.0,2.0,12.0,1.0,1.0,0.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,3428.3
115900.0,33.0,2.0,23.0,1.0,2.0,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,9823.6
199000.0,64.0,2.0,1.0,1.0,1.0,5.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,11480.0
195250.0,55.0,2.0,16.0,1.0,6.0,0.0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,9049.6
262500.0,75.0,3.0,16.0,1.0,6.0,0.0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,9049.6
122060.0,34.0,0.0,16.0,1.0,6.0,0.0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,9049.6
295000.0,75.0,3.0,12.0,1.0,4.0,0.0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1057.9
166531.0,48.0,2.0,1.0,1.0,4.0,0.0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,9970.4
310926.0,74.0,3.0,12.0,1.0,1.0,0.0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,2305.2
242760.0,60.69,2.0,1.0,1.0,5.0,0.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,8304.9
246886.0,65.0,3.0,21.0,1.0,1.0,0.0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,2305.2
132900.0,38.0,2.0,1.0,1.0,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9823.6
132500.0,39.0,1.5,14.0,1.0,2.0,0.0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,9272.7
105000.0,35.0,1.0,21.0,1.0,4.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3571.3
130000.0,40.0,2.0,15.0,1.0,2.0,0.0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,8976.7
868500.0,193.0,4.0,5.0,1.0,2.0,0.0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,5589.1
250000.0,65.0,3.0,15.0,1.0,5.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1540.6
171000.0,48.0,2.0,12.0,1.0,1.0,4.0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,5541.3
