,cijena,kvadratura,broj_soba,sprat,namjesten,stanje,vrsta_grijanja,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,blindirana_vrata,internet,kablovska_tv,klima,lift,novogradnja,tel_prikljucak,uknjizeno_zk,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,nedavno_adaptiran,object_latitude,object_longitude,udaljenost_od_centra
283,291000.0,42.0,2.0,2,Namješten,,Struja,,0.0,2020,Parket,False,False,False,True,True,True,True,True,False,False,False,False,False,False,0.0,0.0,0.0
284,193000.0,28.0,1.0,Visoko prizemlje,Namješten,Renoviran,Centralno (Plin),,0.0,,Ostalo,True,True,True,False,False,False,True,True,True,True,False,True,True,True,0.0,0.0,0.0
285,259150.0,71.0,3.0,Prizemlje,Namješten,,Centralno (Plin),Dola,0.0,1960-1969,Laminat,False,True,True,True,False,False,True,False,True,False,False,False,False,False,43.8622845,18.4199273,1665.0
286,170000.0,52.0,2.0,2,Namješten,,Struja,Bosanskih gazija 27,4.5,1980-1989,Parket,True,True,True,False,False,False,True,True,False,True,False,True,False,False,43.8326622,18.3044433,11394.5
287,564000.0,94.0,3.0,3,Namješten,Renoviran,Plin,Pruščakova,0.0,,Laminat,True,True,True,False,False,False,True,True,False,False,False,False,False,True,43.8600008,18.4183126,1465.2
288,155000.0,58.0,3.0,Visoko prizemlje,Namješten,Dobro stanje,Centralno (gradsko),Geteova,0.0,,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,43.8424197,18.3492167,7896.5
289,240000.0,100.0,3.0,3,Namješten,Renoviran,Centralno (Plin),Jošanička,4.0,2020,Parket,True,True,True,True,False,False,True,True,True,False,False,True,True,True,43.9003167,18.3457807,10487.4
290,250000.0,75.0,3.0,2,Namješten,,Plin,Muhameda Ef. Pandže 387,5.0,1980-1989,Parket,True,True,True,False,False,False,True,True,True,False,False,True,False,False,43.8669366,18.4014967,4340.9
291,222000.0,52.0,2.0,3,Namješten,Parcijalno renoviran,Centralno (gradsko),Gradačačka,3.0,1970-1979,Parket,True,True,True,False,False,False,True,True,True,True,False,True,False,False,43.8476126,18.3715094,5865.6
292,195000.0,60.0,3.0,3,Namješten,Dobro stanje,Plin,Pijačna,0.0,,Laminat,False,True,True,False,True,False,False,False,True,False,False,False,False,False,43.8393648,18.3122385,10594.8
293,235000.0,78.0,3.0,9,Namješten,Renoviran,Centralno (gradsko),Nerkeza Smailagića,0.0,1980-1989,Parket,True,True,True,False,True,False,True,True,False,False,False,True,False,True,43.8415704,18.3427031,8447.2
294,220000.0,56.0,2.0,Visoko prizemlje,Namješten,Renoviran,Struja,Nusreta Šišića dede,0.0,,,True,True,True,False,False,False,True,True,True,True,False,False,False,True,43.8691161,18.4050303,4349.9
295,220000.0,76.0,4.0,20,Namješten,Renoviran,Centralno (gradsko),Ložionička,0.0,,,True,False,False,False,True,False,True,True,False,False,False,False,False,True,43.8528822,18.3853034,4556.0
296,280000.0,130.0,4.0,3,Namješten,Renoviran,Plin,,0.0,,Parket,True,True,True,True,False,False,True,True,False,False,False,False,False,True,0.0,0.0,0.0
297,209000.0,53.0,2.0,3,Namješten,,Plin,Behdžeta Mutevelića,0.0,,,False,False,True,True,False,False,True,True,False,False,False,True,False,False,43.8492043,18.3910013,4392.9
298,118000.0,30.0,0.0,7,Namješten,,Centralno (gradsko),Semira Frašte,0.0,,,True,True,True,True,True,False,True,True,False,False,False,False,False,False,43.8399188,18.3444911,8348.3
299,240000.0,77.0,3.0,6,Namješten,,Centralno (Plin),Stupska,0.0,,Ostalo,True,True,True,True,True,False,True,True,True,True,False,False,False,False,43.8392299,18.3246122,9733.5
300,220000.0,66.0,2.0,-3,Namješten,Renoviran,Centralno (gradsko),,0.0,2010,Parket,True,True,True,True,True,False,True,True,False,False,True,False,False,True,0.0,0.0,0.0
301,139500.0,52.0,2.0,10,Namješten,Renoviran,Centralno (gradsko),Trg ZAVNOBiH-a,6.0,,,True,True,True,True,True,False,True,False,False,True,False,False,True,True,43.841918,18.3450155,8632.6
302,265000.0,70.0,3.0,Prizemlje,Namješten,Renoviran,Plin,Tepebašina 22,0.0,,,False,True,True,False,False,False,True,True,True,False,False,False,False,True,43.8600135,18.410476,3383.1
303,248000.0,48.5,2.0,8,Namješten,,Centralno (gradsko),Generala Mehmeda Alagica 13,6.08,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,False,False,43.849477,18.363339,6415.6
304,190000.0,78.0,3.0,1,Namješten,,Centralno (gradsko),Trg ZAVNOBiH-a,0.0,1970-1979,Parket,True,True,True,False,False,False,True,False,False,True,False,False,False,False,43.841918,18.3450155,8632.6
305,220000.0,54.0,2.0,4,Namješten,,Centralno (gradsko),Džemala Bijedića,0.0,1970-1979,Parket,True,True,True,False,False,False,True,False,False,False,True,True,False,False,43.8491952,18.3513892,7284.3
306,155000.0,40.0,2.0,4,Namješten,,Centralno (gradsko),,0.0,,,True,True,True,False,True,False,True,True,False,False,False,False,False,False,0.0,0.0,0.0
307,120000.0,43.0,2.0,11,Namješten,,Centralno (gradsko),Bosanska,0.0,,Parket,True,True,True,False,True,False,True,True,False,False,False,False,False,False,43.8430034,18.353741,7316.8
308,132000.0,42.0,1.0,14,Namješten,,Centralno (gradsko),Ive Andrica,3.0,,Parket,True,True,True,False,True,False,True,False,False,True,False,False,False,False,43.845031,18.3477151,7525.5
309,500000.0,85.0,3.0,2,Namješten,Dobro stanje,Plin,,0.0,,Parket,False,True,True,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
310,184000.0,52.0,2.0,1,Namješten,Dobro stanje,Plin,Pofalićka,0.0,1970-1979,Parket,True,True,True,False,False,False,True,False,True,False,False,True,False,False,43.8596586,18.3848472,4808.1
311,320000.0,78.0,3.0,6,Namješten,Renoviran,Centralno (gradsko),Alipašino polje B faza,0.0,,,True,True,True,False,True,False,True,True,False,False,False,False,False,True,43.8462428,18.3476722,7378.2
312,188700.0,74.0,3.0,Visoko prizemlje,Namješten,,Plin,Mjedenica,0.0,,Parket,True,True,True,False,False,False,True,True,False,False,False,False,False,False,43.8552901,18.4237485,1225.5
313,250000.0,52.0,2.0,Visoko prizemlje,Namješten,Renoviran,Plin,,20.0,1980-1989,Parket,False,True,True,False,True,False,False,True,True,True,False,True,False,True,0.0,0.0,0.0
314,230000.0,43.0,2.0,2,Namješten,Novogradnja,Centralno (Plin),Ahmeda Muradbegovića,5.0,2020,Parket,True,True,True,True,True,True,True,False,True,False,False,True,True,False,43.8732153,18.4166891,2647.4
315,148000.0,40.0,1.5,Visoko prizemlje,Namješten,Renoviran,Plin,Hajrudina Šabanije,0.0,,Parket,True,True,True,True,False,False,True,True,True,False,True,False,False,True,43.8313721,18.3340323,9434.7
316,165000.0,55.0,2.0,2,Namješten,Parcijalno renoviran,Centralno (gradsko),,0.0,,Parket,True,False,False,False,False,False,True,True,False,True,False,False,False,False,0.0,0.0,0.0
317,325000.0,81.0,4.0,4,Namješten,,Centralno (gradsko),Hamdije Čemerlića,0.0,1970-1979,Parket,True,True,True,False,True,False,True,True,False,True,False,False,False,False,43.8558024,18.3920005,3850.8
318,180000.0,65.0,3.0,11,Namješten,,Centralno (gradsko),Nerkeza Smailagića 15,6.0,1980-1989,Parket,True,True,True,True,True,False,True,True,False,False,False,True,False,False,43.842244300000004,18.342960667181906,8564.9
319,350000.0,74.0,3.0,3,Namješten,Renoviran,Plin,Toromanova,0.0,2000-2009,Parket,True,True,True,True,False,False,True,True,True,False,False,True,False,True,43.8632032,18.4295476,585.3
320,138000.0,58.0,2.0,4,Namješten,Renoviran,Centralno (gradsko),Dzamijska,3.0,1980-1989,Parket,True,True,True,False,False,False,True,True,False,False,False,False,False,True,43.84935,18.3803961,5085.3
321,120000.0,43.0,1.5,3,Namješten,Dobro stanje,Centralno (gradsko),,3.0,,,True,True,True,False,False,False,True,True,False,True,False,False,False,False,0.0,0.0,0.0
322,269000.0,94.0,4.0,2,Namješten,,Centralno (Plin),Emira Bogunića Ćarlija,1.0,2000-2009,Parket,False,True,True,True,False,False,True,True,True,False,False,True,False,False,43.8319457,18.3051612,11407.0
323,129000.0,53.0,2.0,Prizemlje,Namješten,,Struja,Hasana Kaimije,0.0,,,False,True,True,False,False,False,True,True,False,True,False,False,False,False,43.8640787,18.431799,626.5
324,125000.0,38.0,0.0,3,Namješten,,Centralno (gradsko),Dr Silve Rizvanbegović,0.0,2010,Parket,True,True,False,False,True,False,True,True,False,False,False,True,False,False,43.8428897,18.337725,8515.7
325,245000.0,65.0,2.0,11,Namješten,Renoviran,Centralno (gradsko),,65.0,1980-1989,Laminat,True,True,True,False,True,False,False,True,False,True,False,True,False,True,0.0,0.0,0.0
326,199000.0,45.0,2.0,5,Namješten,,Plin,,0.0,1970-1979,Parket,False,True,True,False,False,False,True,True,True,True,False,False,False,False,0.0,0.0,0.0
327,242000.0,79.0,3.0,2,Namješten,,Centralno (Plin),Splitska,40.0,,Parket,True,False,False,True,False,False,True,False,True,False,False,False,False,False,43.8497431,18.4015445,3315.3
328,255000.0,65.0,3.0,5,Namješten,,Struja,,0.0,1970-1979,Laminat,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0
329,279000.0,62.0,2.0,4,Namješten,,Centralno (gradsko),Dr. Mustafe Pintola,0.0,,Parket,True,True,True,True,True,False,True,True,False,False,False,False,True,False,43.8291436,18.3080028,11531.0
330,328000.0,82.0,3.0,1,Namješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
331,119000.0,55.0,2.0,Prizemlje,Namješten,Dobro stanje,Ostalo,Džamijska,0.0,1960-1969,Parket,False,True,True,False,False,False,True,False,True,False,False,False,False,False,43.84935,18.3803961,5085.3
332,349000.0,71.0,3.0,5,Namješten,,Centralno (Plin),Đoke Mazalića,0.0,2010,Laminat,True,True,True,False,True,False,True,True,True,False,False,True,False,False,43.856676,18.4108564,2912.5
333,650000.0,120.0,4.0,2,Namješten,,Centralno (Plin),"Podgaj, Sarajevo",20.0,2010,Parket,True,True,True,True,True,True,True,True,True,False,True,True,True,False,43.8545659,18.4164535,1873.9
334,149000.0,42.0,2.0,5,Namješten,,Centralno (gradsko),,0.0,2000-2009,Parket,True,True,True,False,True,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0
335,305000.0,68.0,3.0,Visoko prizemlje,Namješten,,Centralno (Plin),,6.0,1970-1979,Parket,False,True,True,False,False,False,True,True,True,False,False,True,False,False,0.0,0.0,0.0
336,200000.0,70.0,3.0,8,Namješten,,Centralno (gradsko),,4.0,,,True,True,True,False,True,False,True,True,False,False,False,False,False,False,0.0,0.0,0.0
337,300000.0,79.0,3.0,Visoko prizemlje,Namješten,,Plin,,5.0,2010,Parket,True,True,True,True,False,True,True,True,True,True,True,True,True,False,0.0,0.0,0.0
338,395000.0,73.0,3.0,4,Namješten,Renoviran,Centralno (gradsko),Zaima Šarca,3.0,,Parket,True,True,True,False,False,False,True,True,False,False,False,False,False,True,43.8655584,18.422089,1464.2
339,155000.0,59.0,2.0,Visoko prizemlje,Namješten,Novogradnja,Plin,,0.0,2000-2009,,True,True,True,False,False,False,False,True,True,True,False,False,False,False,0.0,0.0,0.0
340,210000.0,60.0,3.0,3,Namješten,Renoviran,Struja,Rustem-pašina 29,0.0,2015,Laminat,True,True,True,True,False,False,True,True,False,True,False,False,False,True,43.8341452,18.3135635,10579.2
341,260000.0,62.0,3.0,12,Namješten,Renoviran,Centralno (gradsko),,0.0,,Parket,True,False,True,True,True,False,False,True,False,False,False,False,False,True,0.0,0.0,0.0
342,155000.0,37.0,1.5,9,Namješten,Novogradnja,Centralno (Kotlovnica),,0.0,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0
343,319000.0,51.0,3.0,3,Namješten,,Struja,,7.0,2020,Parket,True,True,True,True,True,True,True,True,False,True,True,True,True,False,0.0,0.0,0.0
344,380000.0,95.0,4.0,2,Namješten,Renoviran,Centralno (Plin),,0.0,1980-1989,Parket,True,True,True,True,False,False,False,True,True,True,False,True,True,True,0.0,0.0,0.0
345,180000.0,25.0,1.0,1,Namješten,,Plin,,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
346,300000.0,45.0,2.0,1,Namješten,,Centralno (Plin),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
347,198000.0,47.0,2.0,5,Namješten,Renoviran,Plin,Stupska,0.0,2015,Parket,True,True,True,True,True,False,True,True,True,False,True,True,False,False,43.8392299,18.3246122,9733.5
348,130000.0,38.0,2.0,3,Namješten,Renoviran,Centralno (gradsko),"Bojnička, Azići, Ilidža",0.0,2020,Laminat,True,True,True,False,True,True,True,True,False,False,True,False,False,True,43.8480583,18.3135231,11064.6
349,127000.0,34.0,0.0,4,Namješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
350,120000.0,26.0,0.0,Prizemlje,Namješten,,Struja,,0.0,,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0
351,270000.0,74.0,3.0,6,Namješten,,Centralno (gradsko),Esada Pašalića,0.0,1980-1989,Laminat,True,True,True,False,True,False,True,False,False,True,False,False,False,False,43.8268549,18.3542589,8950.2
352,197000.0,58.0,2.0,4,Namješten,Renoviran,Centralno (gradsko),Bajrama Zenunija 1,0.0,,Parket,True,True,True,False,True,False,True,True,False,False,False,True,False,True,43.845764,18.3537186,7060.0
353,168000.0,60.0,2.0,2,Namješten,,Centralno (gradsko),,0.0,1970-1979,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
354,210000.0,52.0,2.0,4,Namješten,,Centralno (gradsko),,0.0,,Parket,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
355,153000.0,51.0,2.0,2,Namješten,,Centralno (Plin),Igmanska 65,7.0,1960-1969,Parket,True,True,True,False,False,False,True,True,False,True,False,False,False,False,43.90144685,18.33899688016055,11229.8
356,165000.0,46.0,2.0,13,Namješten,Novogradnja,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
357,163000.0,56.0,2.0,4,Namješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,True,True,False,True,False,False,False,False,0.0,0.0,0.0
358,153000.0,51.0,2.0,Prizemlje,Namješten,Renoviran,Centralno (Plin),,0.0,1970-1979,Parket,True,False,False,False,False,False,True,True,True,True,False,True,False,True,0.0,0.0,0.0
359,244000.0,68.0,2.0,2,Namješten,Renoviran,Struja,,6.0,,Parket,True,True,True,False,True,False,True,True,True,True,False,False,False,True,0.0,0.0,0.0
360,259000.0,59.0,3.0,1,Namješten,,Centralno (Plin),Bistrik,0.0,1960-1969,Laminat,True,True,True,False,False,False,True,False,True,False,False,False,False,False,43.8550903,18.4301122,918.3
361,229000.0,71.0,2.0,14,Namješten,,Centralno (gradsko),,0.0,,,True,False,False,False,True,False,False,True,False,False,False,True,False,False,0.0,0.0,0.0
362,270000.0,45.0,2.0,3,Namješten,Renoviran,Centralno (gradsko),,0.0,2020,Parket,True,True,True,True,True,False,True,True,False,False,True,False,True,False,0.0,0.0,0.0
363,345000.0,74.0,3.0,3,Namješten,Renoviran,Plin,Hadži Idrizova,10.0,1970-1979,Parket,True,True,True,False,False,False,False,True,True,True,False,True,False,True,43.8618254,18.4157518,2888.0
364,205000.0,46.0,2.0,6,Namješten,Renoviran,Centralno (gradsko),,0.0,,Laminat,False,True,True,True,True,False,False,True,False,True,False,True,False,True,0.0,0.0,0.0
365,222000.0,65.0,3.0,Visoko prizemlje,Namješten,Renoviran,Ostalo,Zagrebačka,0.0,,Laminat,True,True,True,True,False,False,True,True,False,True,True,True,True,True,43.8521013,18.4034709,2951.3
366,249000.0,80.0,3.0,Visoko prizemlje,Namješten,,Centralno (Plin),Tina Ujevića,0.0,Prije 1950,Parket,True,True,True,True,False,False,True,True,True,True,True,True,False,False,43.8611837,18.4193992,1739.6
367,252000.0,57.0,3.0,4,Namješten,,Struja,Kralja Tvrtka,3.0,,,True,False,False,False,False,False,False,True,True,True,False,False,False,False,43.8573882,18.4068756,2696.2
368,175000.0,50.0,2.0,3,Namješten,,Plin,,0.0,,Parket,True,True,True,False,True,True,True,True,True,False,True,False,False,False,0.0,0.0,0.0
369,170000.0,55.0,2.0,1,Namješten,,Centralno (gradsko),Trg zlatnih ljiljana,0.0,1980-1989,Parket,False,True,True,False,False,False,False,False,True,True,False,False,False,False,43.8247132,18.3496244,9478.7
370,155000.0,56.0,2.0,Visoko prizemlje,Namješten,,Struja,,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
371,270000.0,96.0,5.0,5,Namješten,,Centralno (Plin),Behdžeta Mutevelića,3.5,2000-2009,Parket,True,True,True,True,False,False,True,True,True,False,False,False,False,False,43.8492043,18.3910013,4392.9
372,138000.0,52.0,2.0,10,Namješten,Renoviran,Centralno (gradsko),Trg ZAVNOBIH-a,6.0,1990-1999,,True,True,True,True,True,False,True,True,True,True,True,False,True,True,43.841918,18.3450155,8632.6
373,99000.0,53.0,2.0,2,Namješten,,Centralno (Plin),Ohridska,0.0,,Parket,True,True,True,False,False,False,True,True,True,False,False,False,False,False,43.8462138,18.4053368,3900.9
374,238000.0,70.05,3.0,3,Namješten,,Plin,Pijačna Stup Ilidža,0.0,2010,Parket,True,True,True,False,True,False,True,True,True,False,True,False,True,False,43.8393648,18.3122385,10594.8
375,130000.0,26.25,0.0,13,Namješten,,Centralno (Kotlovnica),,0.0,,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,0.0,0.0,0.0
376,299000.0,80.0,3.0,6,Namješten,,Plin,,5.0,2020,Parket,True,True,True,True,True,True,True,True,True,False,False,False,False,False,0.0,0.0,0.0
377,124000.0,36.0,1.0,5,Namješten,,Ostalo,Muhameda Hadzijahica,0.0,,Parket,False,False,True,False,True,False,True,False,True,True,False,False,False,False,43.8687341,18.4038865,4670.2
378,295000.0,67.0,3.0,4,Namješten,Renoviran,Centralno (gradsko),Lužanski put,0.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,False,True,43.8278378,18.3030094,11982.1
379,350000.0,54.0,2.0,2,Namješten,,Plin,Nova,0.0,,Parket,True,True,True,False,False,True,True,True,True,False,False,False,False,False,43.853768,18.4119241,2352.6
380,200000.0,63.0,3.0,2,Namješten,,Centralno (gradsko),,6.0,1970-1979,Parket,True,True,True,False,False,False,True,True,False,True,False,True,False,False,0.0,0.0,0.0
381,115000.0,33.0,0.0,1,Namješten,,Centralno (Kotlovnica),,0.0,,,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0.0,0.0,0.0
382,285000.0,54.0,2.0,1,Namješten,,Centralno (gradsko),,0.0,,Parket,True,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,0.0
383,309000.0,83.0,3.0,1,Namješten,,Struja,Odobašina,0.0,Prije 1950,Laminat,True,True,True,False,False,False,True,False,False,True,False,True,False,False,43.8612482,18.4088024,3501.8
384,280000.0,59.0,3.0,2,Namješten,,Centralno (gradsko),Želimira Vidovića - Kelija,0.0,2010,Parket,True,True,True,True,True,False,True,False,False,False,True,False,False,False,43.8316685,18.3516402,9140.5
385,229000.0,77.0,4.0,5,Namješten,,Centralno (Plin),Bistrik,0.0,,Laminat,True,True,True,False,False,False,True,True,True,False,False,True,False,False,43.8550903,18.4301122,918.3
386,180000.0,45.0,1.5,7,Namješten,,Centralno (gradsko),,0.0,,,True,False,False,False,True,False,False,True,False,False,False,True,False,False,0.0,0.0,0.0
387,360000.0,96.0,4.0,Visoko prizemlje,Namješten,,Plin,Dejzina Bikića,0.0,2000-2009,Parket,True,True,True,False,False,False,True,True,True,False,False,True,False,False,43.8803749,18.3982841,5119.2
388,159000.0,39.0,1.0,Visoko prizemlje,Namješten,,Plin,Ramiza Salčina,0.0,1990-1999,Laminat,False,True,True,True,False,False,False,False,True,False,False,False,False,False,43.8372207,18.3414229,8646.8
389,117000.0,28.0,0.0,2,Namješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
390,394000.0,91.63,3.0,6,Namješten,Renoviran,Centralno (gradsko),Envera Šehovića,5.0,1970-1979,Ostalo,True,True,True,False,True,False,True,True,False,False,True,True,False,True,43.8527366,18.3774272,5019.9
391,240000.0,50.0,2.0,1,Namješten,,Struja,,0.0,1970-1979,Parket,True,False,False,False,False,False,False,True,False,True,False,False,False,False,0.0,0.0,0.0
392,360000.0,97.0,4.0,Visoko prizemlje,Namješten,,Plin,Dejzina Bikića 2b,0.0,2000-2009,Parket,False,False,False,True,False,False,False,True,True,False,False,True,False,False,43.8803749,18.3982841,5119.2
393,245000.0,43.0,2.0,2,Namješten,,Centralno (gradsko),Ahmeda Muradbegovića 9,0.0,2015,Parket,True,True,True,True,True,True,True,True,False,False,False,False,False,False,43.8732153,18.4166891,2647.4
394,324000.0,72.0,3.0,Prizemlje,Namješten,Renoviran,Centralno (Plin),Nusreta Šišića Dede,10.0,1970-1979,Parket,True,True,True,False,False,False,True,True,True,True,False,False,True,True,43.8691161,18.4050303,4349.9
395,600000.0,151.0,5.0,2,Namješten,,Plin,Maršala Tita,151.0,,Parket,True,True,True,False,False,False,True,True,True,False,True,True,True,False,43.8589653,18.4159247,2517.0
396,166000.0,43.0,2.0,Visoko prizemlje,Namješten,,Struja,Pijačna,0.0,2015,Laminat,True,True,False,True,True,False,False,False,False,False,False,False,False,False,43.8393648,18.3122385,10594.8
397,299000.0,63.0,3.0,2,Namješten,Renoviran,Plin,Nahorevska 136 B,5.0,,Laminat,True,True,True,True,True,True,False,True,False,True,True,True,False,True,43.8869956,18.4160012,3895.8
398,143100.0,54.0,2.0,1,Namješten,,Plin,,0.0,1980-1989,Parket,False,True,True,False,False,False,True,False,False,True,False,False,False,False,0.0,0.0,0.0
399,189000.0,69.0,3.0,2,Namješten,Renoviran,Centralno (gradsko),Petra Tiješića,5.0,1980-1989,Parket,True,True,True,True,False,False,True,True,False,True,False,True,False,True,0.0,0.0,0.0
400,145000.0,61.0,3.0,Prizemlje,Namješten,,Struja,Pijačna 59,0.0,,,True,True,False,False,False,False,True,True,False,True,False,False,False,False,43.8393648,18.3122385,10594.8
401,625000.0,204.0,4.0,7,Namješten,,Centralno (Plin),,70.0,2015,Parket,True,False,False,True,True,True,False,True,True,False,False,True,False,False,0.0,0.0,0.0
402,202900.0,54.0,2.0,4,Namješten,,Centralno (Plin),,7.0,2010,Parket,True,True,True,True,True,True,True,True,True,True,False,False,False,False,0.0,0.0,0.0
403,160000.0,42.0,2.0,2,Namješten,,Centralno (gradsko),porodice ribar,0.0,,Laminat,True,False,False,False,True,False,True,True,False,False,False,False,False,False,43.8490507,18.3852335,4716.1
404,350000.0,61.0,2.0,20,Namješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
405,82000.0,27.1,0.0,5,Namješten,,Struja,Nikole Tesle 51G,4.0,2020,Parket,True,True,True,False,True,True,False,True,False,False,False,False,False,False,43.8138461,18.5663819,15575.3
406,390000.0,90.0,3.0,5,Namješten,Renoviran,Plin,logavina 26,5.0,2000-2009,,True,True,True,True,False,True,False,True,False,False,False,False,False,True,43.8629141,18.4279709,731.2
407,188000.0,40.0,1.0,9,Namješten,Renoviran,Centralno (gradsko),Džemala Bijedića,0.0,2020,Parket,True,True,True,False,True,True,False,True,False,False,False,False,False,True,43.8491952,18.3513892,7284.3
408,440000.0,83.5,3.0,20,Namješten,,Centralno (Kotlovnica),Kolodvorska,0.0,2020,Parket,True,True,False,False,True,False,False,True,False,False,False,False,False,False,43.8541472,18.3862796,4542.2
409,230000.0,64.0,2.0,6,Namješten,Renoviran,Centralno (gradsko),Antuna Branka Šimića br.6,0.0,1970-1979,Parket,True,True,True,False,True,False,True,True,False,False,False,False,False,False,43.8478108,18.3767114,5461.8
410,200000.0,74.0,3.0,Prizemlje,Namješten,Dobro stanje,Plin,,0.0,,,False,True,True,False,False,False,True,True,True,True,False,True,False,False,0.0,0.0,0.0
411,310000.0,80.0,3.0,13,Namješten,Renoviran,Centralno (Plin),Behdžeta Mutevelića,5.0,,Parket,True,True,True,False,True,False,True,True,True,True,True,True,False,True,43.8492043,18.3910013,4392.9
412,349999.0,86.0,2.0,5,Namješten,,Struja,Maršala Tita,0.0,,Parket,True,True,True,True,False,False,True,False,False,True,False,False,False,False,43.8589653,18.4159247,2517.0
413,400000.0,90.0,3.0,2,Namješten,,Centralno (gradsko),Malta,5.0,,Parket,True,True,True,False,True,False,True,True,False,True,True,True,True,False,43.852591000000004,18.381969624394927,5080.1
414,190000.0,55.0,2.0,6,Namješten,,Centralno (gradsko),Brčanska,0.0,1970-1979,Parket,False,True,True,True,True,False,True,False,True,True,False,False,False,False,43.8481065,18.3663875,6023.9
415,285290.0,62.0,3.0,4,Namješten,,Centralno (gradsko),,0.0,2000-2009,Parket,True,False,True,True,True,False,True,True,False,False,False,False,False,False,0.0,0.0,0.0
416,242960.0,42.0,1.5,2,Namješten,,Struja,,0.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,False,False,0.0,0.0,0.0
417,279900.0,80.0,3.0,2,Namješten,,Centralno (Plin),,0.0,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
418,359900.0,85.0,4.0,3,Namješten,Renoviran,Centralno (gradsko),,5.0,,Laminat,True,True,True,True,False,False,True,False,True,True,False,True,False,True,0.0,0.0,0.0
419,245000.0,45.0,2.0,1,Namješten,,Centralno (gradsko),Bulevar Meše Selimovića,0.0,2015,Ostalo,True,True,True,True,True,False,False,False,False,False,False,False,False,False,43.8509437,18.3746702,5582.0
420,440000.0,83.5,3.0,20,Namješten,Renoviran,Centralno (gradsko),Kolodvorska,0.0,2020,Parket,False,False,False,False,True,False,False,True,False,False,False,False,False,True,43.8541472,18.3862796,4542.2
421,290000.0,63.0,2.0,Prizemlje,Namješten,Renoviran,Centralno (Plin),Gorica 1,0.0,,Parket,False,False,False,False,False,False,False,True,False,False,False,False,False,True,43.8611474,18.4098857,3525.6
422,850000.0,131.0,4.0,1,Namješten,Renoviran,Plin,Dolina 2,0.0,Prije 1950,Parket,True,True,True,True,False,False,True,True,True,False,False,False,False,True,43.8571757,18.4086531,2977.3
423,90000.0,28.25,2.0,3,Namješten,,Centralno (gradsko),Trg kralja Aleksandra,0.0,2020,,True,True,True,False,False,True,True,True,False,False,True,False,False,False,43.8225509,18.3545019,9151.8
424,849000.0,224.0,4.0,6,Namješten,,Centralno (gradsko),Nikole Šopa,0.0,2015,Parket,True,True,True,True,True,True,True,True,False,True,True,True,True,False,43.8470669,18.3190874,10563.1
425,159000.0,72.0,3.0,2,Namješten,,Centralno (Plin),Srpskih vladara,0.0,2000-2009,Parket,True,True,True,False,False,False,True,False,True,False,False,True,False,False,43.8212986,18.3589858,8835.5
426,360000.0,83.0,3.0,2,Namješten,,Plin,Kralja Tvrtka,0.0,Prije 1950,Parket,True,True,True,False,False,False,True,False,True,False,False,False,False,False,43.8573882,18.4068756,2696.2
427,184000.0,80.0,3.0,4,Namješten,,Centralno (Plin),,0.0,1980-1989,Parket,False,True,True,False,False,False,True,False,False,True,False,False,False,False,0.0,0.0,0.0
428,89000.0,35.0,1.5,3,Namješten,Renoviran,Plin,Srpskih  vladara 17,4.0,2000-2009,Laminat,False,False,False,False,False,False,True,True,True,False,True,False,False,True,43.8226968,18.3568844,8827.1
